, '姓名', '简介,,,,,,,,,,,,,,,,,
859', '向巧(女)', '向巧（女）（1963.6.29- ），航空发动机技术及工程管理专家，中央军委确定的军队科技领军人才，重庆市彭水苗族土家族自治县人,1983年毕业于南昌航空工业学院；2010年毕业于北京航空航天大学,获工学博士学位,现任中国航空发动机集团公司总经理助理、科技委副主任、“两机”重大专项工程副总设计师，中国科协常委、学术交流专门委员会委员、女科技工作者专门委员会委员，联合国教科文组织“奥尔堡工程科学与可持续问题研究中心”咨询委员会委员,中国共产党第十八次全国代表大会代表，全国劳动模范,,,,,,,,,,,,,
860', '杨善林', '杨善林（1948.10.5- ）管理科学与信息系统工程专家,安徽省怀宁县人,现任合肥工业大学教授、“智能决策与信息系统”国家地方联合工程研究中心主任、“过程优化与智能决策”教育部重点实验室主任,兼任国务院学位委员会“管理科学与工程”学科评议组成员、中国优选法统筹法与经济数学研究会副理事长、国际信息系统学会中国分会副理事长,曾任合肥工业大学副校长,,,,,,,,,,,,,
861', '赵晓哲', '赵晓哲（1963.7.7- ）指挥控制与信息系统工程专家,辽宁省大连市人,1992年毕业于大连理工大学管理学院，获博士学位,现任海军大连舰艇学院教授、博导，兼任西北工业大学教授、博导,国务院学位委员会军事学科评议组成员，解放军军事运筹学会副理事长，中国造船学会电子技术委员会副主任，中国系统工程学会军事系统工程委员会副主任，中国系统仿真学会理事,,,,,,,,,,,,,
862', '郑静晨', '郑静晨（1959.9.14- ）灾害救援医学专家,生于新疆维吾尔自治区乌鲁木齐市，原籍陕西省户县,1983年毕业于新疆医学院,中国国际救援队首席医疗官，中国医学救援协会副会长，国务院应急管理专家组专家,,,,,,,,,,,,,,
863', '郑南宁', '郑南宁（1952.12.19- ）自动控制专家,出生于江苏省南京市，陕西省西安市人,1975年毕业于西安交通大学，1985年获日本庆应大学博士学位,现任西安交通大学教授、校长，陕西省科学技术协会主席,提出图像分析和视觉知识描述新方法，为构造计算机视觉系统和基于图像信息的智能控制系统，提供了理论指导和关键技术,完成“精密装配机器人机器视觉系统”研究，获1996年国家科技进步奖二等奖,发明了一种图像边缘曲线拟合的新方法，获1995年国家发明奖四等奖,“高性能机器视觉及车型与牌照自动识别系统”获1991年国家科技进步奖二等奖,提出在线交互式立体测深方法，研制出“X线数字减影血管造影系统”及“DSA1250数字减影血管造影系统”,研制出具有自主知识产权的数字电视扫描制式转换及视频处理芯片；获已授权的中国发明专利七项,发表论文100余篇，著作2部,1993年被授予全国优秀教师称号；1996年获中国青年科学家奖,,,,,,
864', '周建平', '周建平（1957.1.13- ）航天工程系统设计与技术管理专家,湖南长沙人,1989年毕业于国防科技大学,曾任国防科技大学教授，中国酒泉卫星发射中心总工程师,2006年起任中国载人航天工程总设计师,,,,,,,,,,,,,
865', '陈清泉', '陈清泉，1937年1月14日出生于印度尼西亚的马吉朗市，男，原籍福建省漳州市,电机，电力驱动、电动汽车和智慧能源系统专家,1957年毕业于北京矿业学院，1957-1959年在北京清华大学进修研究生，1982年获香港大学哲学博士，1993年获乌克兰敖德萨理工大学荣誉科学技术博士学位，2008年获英国洛夫堡大学荣誉技术博士学位,英国皇家工程院院士；乌克兰工程科学院院士；匈牙利工程院荣誉院士；香港工程科学院院士及高级顾问；美国电机电子工程师学会会士(IEEE Fellow)；英国工程技术学会资深会员（IET Fellow）；香港工程师学会资深会员（HKIE Fellow）及前会长,香港大学荣誉讲座教授,第十届全国政协委员、中国侨联顾问及中华海外联谊会名誉理事,澳门特区政府科技顾问,在北京未来科学城及国内外其他城市创办院士科创中心,,,,,,,,,,
866', '程天民', '程天民（1927.12.27- ）防原医学与病理学家,江苏宜兴市人,1951年毕业于第六军医大学,曾任第三军医大学校长、中华医学会创伤学会主任委员、全军医学科学技术委员会副主任委员和国务院学位委员会公共卫生与预防医学学科评议组召集人等职,现任第三军医大学专家咨询委员会主任委员和全军复合伤研究所名誉所长,,,,,,,,,,,,,
867', '杜祥琬', '杜祥琬（1938.4.29- ），应用核物理、强激光技术和能源战略专家,生于河南省南阳市，原籍开封,1964年毕业于苏联莫斯科工程物理学院,中国工程物理研究院高级科学顾问，中国工程院原副院长,,,,,,,,,,,,,,
868', '傅志寰', '傅志寰（1938.4.11- ）铁路专家,我国电力机车事业的开创者之一，铁路大提速的主要推动者和决策者之一,俄罗斯交通科学院院士,20世纪60-70年代，在株洲电力机车研究所，他参加和主持设计、试制了韶山1型至韶山4型电力机车和我国第一列电动车组,20世纪80-90年代，在铁道部工作期间，他组织开发了具有我国自主知识产权的电力机车、内燃机车、客车、货车等二十余种产品，形成国产品牌系列，适应了货运重载、客车提速的需要,在担任铁道部领导期间，全力推动铁路提速，为开发高速、重载、安全技术做出重要贡献,1999年后在他的领导下，开工建设了我国第一条时速200至300公里的秦皇岛--沈阳客运专线（高速铁路），研制了高速电动车组，创造了321.5km/h的当时中国铁路第一速,2000至2003年他组织青藏铁路的筹划和早期建设工作，为建成世界上海拔最高、距离最长的高原铁路做出了贡献,他大力推动铁路改革，领导铁路运输扭亏，原定三年扭亏目标两年完成,在安全管理上，他提出了“规范管理，强基达标，狠抓安全基础建设”的思路，实施后，铁路运输安全情况得到明显改善，成为历史上最好时期之一,在全国人大工作期间，他主持修订了“中华人民共和国节能法”，对全国节能减排起到重要推动作用,2009年，他被选为中国节能协会理事长，组织开展节能技术推广活动,近年来，他从事构建综合交通运输体系的研究，取得多项成果,,,,,
869', '郭重庆', '郭重庆（1933.06.17- ）,机械制造工艺与设备、设施规划与设计及产业发展战略专家,陕西省富平县人,1957年毕业于哈尔滨工业大学,现任同济大学教授,,,,,,,,,,,,,
870', '郭桂蓉', '郭桂蓉（1937.10.25- ）通信与电子技术专家,四川省成都市人,1959年毕业于哈尔滨军事工程学院,1965年毕业于苏联莫斯科茹可夫斯基军事航空工程学院，获苏联技术科学副博士学位,国防科技大学教授,先后任国防科技大学副校长兼研究生院院长、校长，国防科工委科技委副主任,现任解放军总装备部科技委主任,主持并设计研制成功舰船雷达目标自动识别系统、空中目标电磁特征提取与识别系统、宽带雷达目标自动识别系统、舰船、装甲、飞机等目标自动识别综合系统、雷达抗干扰系统、雷达干扰自动识别系统,首次提出了目标特征三态划分和多种变换域特征提取的新概念、新方法，提出了空中目标全极化域结构特征描述和极化状态识别的独创性方法，提出了可实现对地面目标全姿态角高准确度自动识别的多散射中心分布式扩展目标的距离像识别新方法、新途径,在此基础上，首次提出了自动识别系统柔性技术，建立了动态目标模式识别理论框架,获全国科学大会奖1项，国家科技进步奖二等奖3项，部委级科技进步奖一等奖7项，二等奖5项,,,,,,,
871', '何继善', '何继善（1934.9.1- ）出生于湖南省浏阳县，中南大学教授、博士生导师,曾任中南工业大学校长、中国工程院主席团成员、中国工程院能源与矿业工程学部主任、中国工程院工程管理学部常委等职,现为美国勘探地球物理学家协会终身成员,,,,,,,,,,,,,,,
872', '蒋士成', '蒋士成（1934.9.23- ）化纤工程设计与技术管理专家,出生于江苏省常州市,1957年毕业于华东化工学院,现任仪征化纤股份有限公司教授级高级工程师、顾问,兼任中国化纤协会副理事长,长期从事化工、化纤工程设计及技术开发、技术管理工作,作为主要设计总负责人，规划了我国最大的化纤基地-仪征化纤工程，全面负责设计、施工、安装、生产等方面的技术管理工作，为仪化一、二、三、四期工程的建成投产和生产、技术管理、消化吸收引进技术和国产化工作，作出了突出贡献,主持聚酯八单元30%增容技术改造，开发出了具有自主知识产权的国产化大容量聚酯技术，打破国外技术垄断，开创了聚酯装置建设国产化的道路,主持仪化公司贯标工作，推动仪化公司质量及技术管理水平不断提高,曾获建设部设计金奖和特奖各1项，中国纺织总会科技进步一等奖1项，中国石化集团科技进步一等奖1项，国家科技进步二等奖1项,,,,,,,,
873', '李东英', '李东英（1920.12.14- ）稀有金属冶金及材料专家,北京市人,1948年毕业于北京辅仁大学获理学士学位,原国家有色金属工业局高级工程师,我国稀有金属工业创始人之一,主持研究成功30余种稀有金属的生产方法，保证“两弹一星”等军工和大规模集成电路等尖端技术所急需的新材料；主持钛应用推广工作，经济效益显著；并长期从事我国稀土的开发和应用的科技工作；率先提出并组织实施稀土微量元素用于农业生产实际的科学研究和应用推广，获得普遍增产、优质和抗逆效果,多次获得国家及省部级奖励，“国家十二个重要领域技术政策的研究”、“1986～2000年全国科技长远规划前期研究”分别获1987年、1989年国家科学技术进步奖一等奖,发表学术论文10余篇，主编大型丛书《有色金属进展》40卷,,,,,,,,,,
